Export;EXP-2023-01 (20230710 20:20);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20230401 01:00;20230401 02:00;0.15;0.09;-0.08;0.09;0.08;0;-0.02;-0.03;0.46;0.73;0.28;0.04;0.02;-0.39;0.34;-0.29;0.22;0.66;-0.04;0.5;0.55;1.95;0.21;0.47;0.33;0.01;2.28;-0.02;0.06;0.37;0.6;2.84;0.11;0.08;0.02;-0.16;0.6;0.02;-0.41;0.08;-0.01;0.09;0.41;2.89;-0.2
NO;uur;µg/m³;20230401 02:00;20230401 03:00;-0.11;0.06;-0.14;0.08;0.2;0.09;0.04;-0.03;0.44;0.21;0.2;0;0.01;-0.27;0.41;-0.29;0.17;;0.07;0.31;0.15;1.08;0.03;0.65;0.29;0.04;0.79;0.08;0.14;0.62;0.86;2.02;-0.11;0.07;0.09;0.03;1.43;0.15;-0.37;0.15;-0.03;-0.01;0.37;2.44;-0.27
NO;uur;µg/m³;20230401 03:00;20230401 04:00;0.07;0.05;-0.28;-0.01;0.32;-0.04;0.15;-0.03;0.43;0.22;0.26;0.06;0;-0.39;0.28;-0.27;0.16;;0.05;0.56;0.44;1.11;0.01;0.4;0.48;-0.02;0.46;0.07;0.26;0.45;1.1;2.62;0.22;0.11;0.11;-0.14;1.17;0.26;-0.33;0.08;0.05;0.05;0.48;1.42;-0.17
NO;uur;µg/m³;20230401 04:00;20230401 05:00;-0.21;-0.03;-0.09;0.09;0.13;0;0.17;0.29;0.78;0.9;0.17;0.15;-0.1;-0.24;0.32;-0.25;0.13;;0.1;0.64;0.32;1.59;0.24;0.95;0.38;0.02;1.33;0.2;0.07;0.63;0.7;3.77;0.12;0.13;0.16;0.02;1.06;0.26;-0.34;0.09;0;0.06;0.41;2.46;-0.14
NO;uur;µg/m³;20230401 05:00;20230401 06:00;0.11;0.05;-0.04;0.09;0.01;0;0.1;0.24;0.6;1.71;0.21;0.2;-0.02;-0.34;0.28;-0.18;0.27;;0.19;0.83;0.23;2.08;0.33;1.77;0.4;0.01;1.23;0;0.21;0.27;0.4;6.16;0.03;0.08;0.09;0.05;2.59;0.37;-0.36;0;0.25;0.07;0.98;2.7;-0.18
NO;uur;µg/m³;20230401 06:00;20230401 07:00;0.59;0.03;-0.06;0.88;0.22;-0.01;0.07;0.51;0.76;2.48;0.28;0.24;-0.06;-0.32;0.45;-0.24;0.43;;0.4;0.7;0.74;2.92;0.54;2.52;0.67;0.12;0.95;0.19;0.29;0.46;0.37;6.88;0.31;0.16;0.1;0.22;2.99;0.48;0.33;0.2;0.11;0.05;0.58;4.53;-0.12
NO;uur;µg/m³;20230401 07:00;20230401 08:00;0.89;0.33;-0.1;0.72;0.16;0.18;0.31;0.88;2.22;3.79;0.83;0.59;0.16;0.15;0.75;-0.03;0.67;;0.75;1.09;0.72;4.29;0.92;2.27;0.88;0.15;3.75;0.23;0.38;1.26;1.63;;0.43;0.63;0.25;0.42;5.15;0.84;1.27;0.25;0.25;0.14;0.81;7.54;0.13
NO;uur;µg/m³;20230401 08:00;20230401 09:00;2.06;0.55;0.09;1.24;0.27;0.98;0.62;2.1;2.92;8.48;1.82;1.25;0.31;0.26;0.73;-0.01;0.77;;2.58;1.91;0.99;5.65;1.05;5.16;0.94;0.17;9.16;0.18;0.68;2.53;1.91;;0.73;0.88;0.35;0.32;7.57;1.22;0.28;0.5;0.36;0.32;1.43;8.56;0.24
NO;uur;µg/m³;20230401 09:00;20230401 10:00;2.3;1.13;0.17;2.5;0.37;1.36;0.54;3.12;6.52;10.07;2.08;1.39;1.16;0.65;0.74;0.42;1.32;;2.51;3.07;0.96;10.26;1.62;3.95;1.84;0.89;11.59;0.31;1.2;3.26;2.11;;1.02;1.06;0.59;0.5;9.96;1.96;0.15;0.62;0.3;0.43;1.64;8.6;0.6
NO;uur;µg/m³;20230401 10:00;20230401 11:00;3.23;0.69;0.58;1.77;2.9;1.28;0.52;4.71;5.84;9.58;1.9;0.97;0.9;0.95;0.83;0.32;1.14;;2.83;2.86;1.05;10.28;1.82;4.7;1.59;1;11.13;0.32;2.16;4;3.1;;1.81;1.21;0.64;0.56;11.9;2.21;0.46;3.48;0.77;0.57;2.25;10.18;0.82
NO;uur;µg/m³;20230401 11:00;20230401 12:00;3.66;1.36;0.62;1.88;1.09;1.1;0.65;4.16;6.6;9.14;1.84;1.68;0.74;0.59;1.33;0.52;2.23;;3.65;2.74;2.26;10.32;3.02;7.38;2.57;1.05;15.03;0.24;3.7;3.02;3.91;;1.52;1.42;0.73;0.39;14.43;2.23;0.52;0.93;1.79;0.5;1.54;13.02;0.53
NO;uur;µg/m³;20230401 12:00;20230401 13:00;3.82;1.58;1.02;2.82;1.42;1.14;1.17;6.08;5.37;11.8;2.19;1.69;0.65;0.75;1.44;0.26;2.74;;4.16;3.6;2.59;12.48;3.71;7.61;3.51;0.78;15.91;0.37;3.7;2.28;3.55;;1.56;1.81;0.87;0.72;12.24;2.87;0.53;0.73;0.98;0.84;1.53;9.3;0.47
NO;uur;µg/m³;20230401 13:00;20230401 14:00;3.58;1.31;0.83;2.24;1.49;1.13;1.06;5.39;7.09;12.47;1.9;1.38;0.54;0.92;1.19;0.51;2.72;;4.09;3.84;1.79;13.34;3.6;8.39;3.91;0.65;10.85;0.38;1.72;0.77;3.01;;0.68;2.36;0.54;0.39;11.37;1.61;0.37;2.35;0.92;0.84;1.27;12.88;0.59
NO;uur;µg/m³;20230401 14:00;20230401 15:00;2.8;1.28;0.56;2.09;0.83;0.88;0.71;6.01;7.21;10.1;1.82;1.41;0.46;0.97;1.62;0.35;2.36;;4.96;3.58;0.98;10.49;2.79;6.65;3.13;0.55;5.3;0.45;0.86;0.67;3.34;1.54;0.91;1.24;0.3;0.58;11.97;1.44;0.27;0.85;0.81;0.56;1.12;12.23;0.28
NO;uur;µg/m³;20230401 15:00;20230401 16:00;2.71;1.34;0.66;2.81;1.02;1.17;0.94;6.37;6.55;8.06;2.3;2.69;0.47;0.81;1.27;0.37;1.65;;2.51;2.66;0.8;12.37;2.06;6.61;2.48;0.46;2.42;0.31;0.62;0.86;4.1;1.41;1;1.14;0.26;0.79;23.43;1.37;0.07;0.59;0.65;0.43;0.96;11.31;0.12
NO;uur;µg/m³;20230401 16:00;20230401 17:00;2.2;1.43;0.54;2.62;0.85;1.68;0.69;7.48;5.98;7.58;2.66;2.08;0.37;0.48;1.17;0.35;1.43;;1.17;1.51;1.11;6.9;1.45;4.69;2.46;0.28;1.62;0.27;0.43;0.62;3.95;1.04;0.62;0.9;0.33;0.64;41.68;3.07;0.2;0.57;0.47;0.23;1.07;8.6;0.02
NO;uur;µg/m³;20230401 17:00;20230401 18:00;1.83;0.6;0.02;1.68;0.58;1.05;0.87;4.74;5.42;2.01;1.33;1.26;0.62;0.21;0.72;0.14;1.08;;0.8;1.17;0.67;7.91;1.47;6.68;2.31;0.17;1.16;0.14;0.18;0.57;4.25;0.85;0.73;0.45;0.11;0.6;21.97;1.21;0.02;0.3;0.23;0.15;0.47;7.3;-0.1
NO;uur;µg/m³;20230401 18:00;20230401 19:00;1.79;0.31;-0.16;1.29;0.16;0.11;0.23;8.32;4.97;1.91;0.53;0.4;0.36;-0.06;0.33;-0.29;1.36;;0.62;0.68;0.47;10.18;0.64;5.04;3.64;0.06;1.27;0.11;0.11;0.4;3.89;0.8;0.36;0.71;0.23;0.54;15.56;1.32;-0.24;0.15;0.06;0.16;0.6;6.38;-0.12
NO;uur;µg/m³;20230401 19:00;20230401 20:00;1.49;0.02;-0.11;0.81;0.55;0.19;0.17;4.58;6.33;1.58;0.43;0.24;0.34;-0.16;0.18;-0.21;1.38;;0.2;0.49;0.22;4.97;0.49;3.34;2.76;0.07;0.88;0.06;0.18;0.27;2.02;0.68;0.35;0.69;0.11;-0.02;10.34;1.02;-0.09;0.16;0.2;0.12;0.87;5.14;-0.18
NO;uur;µg/m³;20230401 20:00;20230401 21:00;1.09;-0.08;-0.11;1.37;0.37;1.83;0.09;5.51;2.48;1.26;0.59;0.2;0.09;-0.24;0.43;-0.22;0.84;;0.04;0.61;0.38;4.98;0.3;3.25;4.51;0.02;0.84;0.03;0.11;0.24;2.49;0.63;0.32;0.86;0.18;0;11.01;1.79;-0.33;0.04;0.02;-0.05;0.36;4.34;-0.18
NO;uur;µg/m³;20230401 21:00;20230401 22:00;0.03;0.14;-0.01;1.83;0.3;1.71;0.13;2.2;1.5;1.08;0.45;0.03;0.06;-0.2;0.28;-0.14;2.16;;0.04;0.22;0.1;3.64;0.27;4.6;7.08;-0.04;0.54;0.04;0.11;0.2;1.65;0.54;0.28;0.1;0.16;-0.07;9.52;1.04;-0.2;0.1;0.13;0.05;0.77;5.97;-0.14
NO;uur;µg/m³;20230401 22:00;20230401 23:00;0.13;0.16;0.06;2.95;0.3;2.03;0.16;2.3;3.25;0.76;0.39;0.22;0;-0.28;0.43;-0.2;0.8;;0.06;0.31;0.34;3.85;0.29;2.3;3.85;0;0.83;0.06;0.11;0.21;1.85;0.65;0.19;0.08;0.04;-0.12;10.84;0.62;-0.06;0.18;0.17;0.06;0.52;3.32;-0.16
NO;uur;µg/m³;20230401 23:00;20230402 00:00;-0.12;0.01;0.06;1.16;0.34;1.21;0.06;0.64;1.75;0.66;0.42;0.03;-0.03;-0.39;0.38;0.01;0.51;;0.07;0.57;0.21;2.77;0.19;1.34;3.68;0.11;0.32;0.01;0.02;0.12;1.27;0.59;0.04;0.08;0.15;0.14;7.47;0.48;-0.27;0.26;0.1;-0.01;0.75;3.86;-0.2
NO;uur;µg/m³;20230402 00:00;20230402 01:00;0.34;0.08;0.05;0.52;0.17;1.37;0.28;0.74;-0.77;0.74;0.29;-0.39;0.17;0.29;-0.34;0.14;0.63;;0;0.26;0.09;1.53;0.13;0.95;1.76;0.09;0.35;0.05;0.13;0.2;1.4;0.18;0.1;0.04;0.16;-0.41;3.55;0.14;-0.16;-0.13;-0.01;0.19;0.77;3.26;0.11
NO;uur;µg/m³;20230402 01:00;20230402 02:00;0.13;0.12;0;0.72;0.17;0.99;0.13;0.59;-0.77;0.64;0.12;-0.57;0.13;0.04;-0.28;0.4;0.46;;-0.07;1.68;0.34;1.53;0.06;1.07;1.28;0.13;0.15;0.02;0.17;0.13;0.81;0.1;0.09;0.05;-0.02;-0.62;3.48;0.14;-0.11;-0.1;0.06;0.12;0.13;2.02;0.08
NO;uur;µg/m³;20230402 02:00;20230402 03:00;0.03;0.08;0;0.44;0;1.49;0.21;0.38;-0.91;0.4;-0.04;-0.48;0.21;0.24;-0.41;0.17;0.28;;0.01;0.2;-0.14;1.04;0.05;0.61;1.08;0.2;0.07;0;0.05;0.08;0.42;0.12;0.01;0;0.12;-0.46;3.44;0.06;-0.41;-0.08;-0.01;0.21;0.43;1.86;0.04
NO;uur;µg/m³;20230402 03:00;20230402 04:00;0.05;0.07;-0.13;0.27;0.14;1.28;0.19;0.4;-0.89;0.31;-0.01;-0.43;0.2;0.22;-0.39;0.18;0.55;;0.01;0.22;0.33;1.43;-0.05;0.76;1;0.12;0.16;0.01;0.09;0.16;0.45;0.12;0.04;0;0.17;-0.72;2.98;-0.03;-0.11;-0.08;-0.06;0.15;0.25;1.06;0.07
NO;uur;µg/m³;20230402 04:00;20230402 05:00;0.25;0.17;-0.16;0.74;0.02;0.83;0.19;0.27;-1.05;0.41;0.03;-0.45;0.12;0.34;-0.36;0.15;0.37;;-0.03;0.08;0.08;0.99;0;0.65;0.99;0.14;0.07;0.02;0.09;0.1;0.67;0.14;0.15;-0.03;0.08;-0.8;2.65;-0.02;0.02;0.05;-0.01;0.18;0.35;1.31;0.01
NO;uur;µg/m³;20230402 05:00;20230402 06:00;0.25;-0.06;-0.11;0.77;0.14;1.26;0.2;0.67;-1.42;-0.11;0.05;-0.53;0.27;0.27;-0.23;0.15;0.35;;0;0.04;0.28;1.1;-0.06;0.81;1.37;0.11;0.22;0.07;0.1;0.09;0.59;0.09;0.02;0.16;0.13;-0.8;0.89;0.05;0;-0.05;-0.11;0.17;0.31;1.75;0.05
NO;uur;µg/m³;20230402 06:00;20230402 07:00;;;;0.49;;;0.17;;-1.4;;0;;0.14;;-0.13;0.14;;;;;0.09;;0.04;;1.84;0.23;0.44;;0.12;0.5;;0.23;;0.39;;;;;-0.01;-0.02;;;;;0.24
NO;uur;µg/m³;20230402 07:00;20230402 08:00;0.33;0.27;;1.03;0.15;1.63;0.15;0.73;-0.5;-0.43;-0.02;-0.33;0.16;0.26;-0.26;0.34;0.52;;-0.03;0.24;0.38;1.3;0.25;0.89;1.56;0.23;0.44;0.06;0.3;0.4;0.68;0.38;0.07;0.23;0.19;-0.36;1.72;;-0.21;0.09;0.17;0.41;0.43;3.74;0.55
NO;uur;µg/m³;20230402 08:00;20230402 09:00;0.68;0.35;0.07;1.35;0.23;0.69;0.3;1.04;-0.64;0;0.24;-0.14;0.36;0.51;-0.01;0.19;0.75;;0.25;0.38;0.52;2.09;0.25;1.83;4.33;0.23;1.49;0.17;0.25;0.43;1.85;0.57;0.21;0.3;0.12;-0.3;2.64;0.58;0.09;0.12;0.23;0.51;0.73;4.21;0.62
NO;uur;µg/m³;20230402 09:00;20230402 10:00;1.28;0.27;0.12;2.11;0.16;1.43;0.42;2.47;0.02;0.57;0.34;0.65;0.58;0.58;0.44;0.54;1.44;;0.35;0.44;0.91;3.25;0.56;2.61;6.2;0.44;2.06;0.3;0.27;0.45;1.78;0.64;0.53;0.44;0.1;-0.41;5.22;0.82;0.07;0.25;0.38;0.68;0.96;3.68;0.84
NO;uur;µg/m³;20230402 10:00;20230402 11:00;1.25;0.27;0.5;2.99;0.42;1.64;0.48;1.99;0.5;0.26;0.23;0.51;0.4;0.78;0.93;0.53;1.56;;0.28;1.06;1.06;3.77;0.89;2.63;6.63;0.69;2.25;0.39;0.51;0.76;3.2;0.85;0.66;0.54;0.31;-0.33;5.27;1.24;0.41;0.34;0.51;0.62;0.48;7.93;0.52
NO;uur;µg/m³;20230402 11:00;20230402 12:00;1.64;0.28;0.64;4.02;0.63;1.95;0.4;4.01;0.1;0.26;0.42;0.11;0.58;1.01;0.92;0.67;1.96;;0.39;1.27;0.93;7.33;1.01;3.27;10.86;0.52;2.48;0.41;0.54;0.85;4.05;0.74;0.78;0.63;0.35;-0.21;6.47;1.11;0.22;0.3;0.68;0.74;1;8.09;0.58
NO;uur;µg/m³;20230402 12:00;20230402 13:00;1.42;0.26;0.73;4.79;1.17;2.19;0.51;4.85;2.17;0.14;0.59;0.4;0.63;1.23;1.01;0.75;1.93;;0.64;1.32;0.65;6.68;0.97;2.49;12.01;0.46;3.11;0.38;0.55;0.81;4.29;0.52;0.63;0.85;0.44;-0.27;9.76;1.62;0.21;0.38;0.49;0.75;0.76;8.66;0.42
NO;uur;µg/m³;20230402 13:00;20230402 14:00;2.06;0.3;0.95;5.71;1.22;1.64;0.52;5.69;0.83;0.26;0.66;1.17;0.52;1.29;0.82;0.87;1.34;;0.81;1.34;0.85;4.78;0.81;2.69;9.95;0.26;2.49;0.29;0.53;0.54;3.84;0.52;0.87;0.62;0.3;0.06;7.42;1.28;0.13;0.25;0.42;0.68;0.68;8.13;0.52
NO;uur;µg/m³;20230402 14:00;20230402 15:00;1.57;0.32;0.71;3.74;0.79;0.82;0.5;5.93;1.92;0.14;0.57;0.75;0.74;1.38;0.81;0.81;1.23;;0.55;1.06;1.01;5.59;0.84;3.02;11.52;0.49;2.72;0.37;0.44;0.58;2.94;0.59;0.76;0.71;0.3;-0.43;7.64;1;0.31;0.18;0.47;0.56;0.49;9.25;0.52
NO;uur;µg/m³;20230402 15:00;20230402 16:00;1.09;0.1;0.64;4.82;0.94;0.88;0.33;5.52;5.99;0.54;1.09;0.43;0.75;1.19;0.56;1.18;1.63;;0.68;0.73;0.84;6.5;0.73;1.98;14.64;0.41;1.97;0.4;0.44;0.56;3.82;0.56;0.63;0.52;0.08;-0.55;8.96;1.8;0.1;0.41;0.36;0.57;0.55;7.67;0.43
NO;uur;µg/m³;20230402 16:00;20230402 17:00;1.21;0.22;0.42;4.55;0.53;0.65;0.31;5.64;1.53;0.15;0.63;0.32;0.52;1.03;0.53;1.12;1.19;;0.47;0.38;0.59;6.82;0.63;2.42;11.28;0.35;2.2;0.31;0.39;0.47;5.62;0.4;0.65;0.34;0.25;-0.26;6.8;1.28;0.38;0.25;0.52;0.39;0.29;8.33;0.22
NO;uur;µg/m³;20230402 17:00;20230402 18:00;0.93;0.18;0.35;2.05;0.48;0.77;0.31;4.84;0.62;0.07;0.34;0.07;0.35;1.31;0.36;1.1;1.29;;0.5;0.33;0.64;5.07;0.57;2.49;16.48;0.35;2.39;0.26;0.24;0.52;5.06;0.47;0.58;0.36;0.07;-0.27;8.5;1.87;0.19;0.2;0.24;0.28;0.33;7.89;0.17
NO;uur;µg/m³;20230402 18:00;20230402 19:00;0.75;0.13;0.12;4.26;0.41;0.51;0.3;4.93;0.68;0.03;0.21;-0.2;0.33;1.17;-0.16;0.38;1.08;;0.07;0.19;0.38;5.22;0.31;2.35;16.24;0.27;1.53;0.11;0.26;0.32;4.91;0.17;0.27;0.45;0.09;-0.49;8.45;1.57;-0.05;0.2;0.16;0.28;0.26;6.85;0.13
NO;uur;µg/m³;20230402 19:00;20230402 20:00;0.56;-0.03;-0.04;1.89;-0.16;0.21;0.17;3.05;0.14;-0.28;0.03;-0.21;0.27;0.23;-0.18;0.2;1.19;;-0.02;0.27;0.18;4.44;0.33;2.54;10;0.15;0.93;-0.09;0.13;0.23;3.53;0.36;0.11;0.25;0.1;-0.54;13.02;1.09;-0.02;-0.01;0.01;0.12;0.36;5.96;0.17
NO;uur;µg/m³;20230402 20:00;20230402 21:00;0.33;0.82;0.06;1.19;0.12;0.6;0.15;2.73;2.43;-0.36;0.24;0.02;0.29;1;-0.25;0.09;1.65;;0.04;0.31;0.11;5.28;0.41;4.65;7.57;0.09;1.31;-0.03;0.2;0.38;4.71;0.44;0.31;0.35;0.07;-0.34;26.02;5.35;0.1;-0.12;0.11;0.2;0.34;6.75;0.22
NO;uur;µg/m³;20230402 21:00;20230402 22:00;0.74;0.17;-0.15;3.86;0.07;1.07;0.18;2.29;2.16;0.3;0.92;-0.52;0.38;0.71;-0.26;0.38;1.27;;0.07;0.3;0.21;4.35;0.34;5.53;6.38;0.13;0.62;0.06;0.23;0.59;2.54;0.14;0.09;0.06;0.1;-0.7;23.02;1.59;-0.01;0.02;0.09;0.19;0.14;4.7;0.16
