,date-time,year,month,day,hour,NH3_Vredepeel,NH3_Zegveld,NH3_Wekerom
49,2023-01-03 1:00:00,2023,1,3,1,6.67,9.80,3.92
50,2023-01-03 2:00:00,2023,1,3,2,6.01,8.17,3.98
51,2023-01-03 3:00:00,2023,1,3,3,5.28,7.62,4.04
52,2023-01-03 4:00:00,2023,1,3,4,6.30,7.06,4.10
53,2023-01-03 5:00:00,2023,1,3,5,7.81,6.51,4.16
54,2023-01-03 6:00:00,2023,1,3,6,10.67,5.84,4.22
55,2023-01-03 7:00:00,2023,1,3,7,12.15,3.80,4.28
56,2023-01-03 8:00:00,2023,1,3,8,9.31,3.24,4.34
57,2023-01-03 9:00:00,2023,1,3,9,7.21,3.44,4.40
58,2023-01-03 10:00:00,2023,1,3,10,6.09,3.35,4.46
59,2023-01-03 11:00:00,2023,1,3,11,5.60,3.00,4.54
60,2023-01-03 12:00:00,2023,1,3,12,4.67,3.49,3.69
61,2023-01-03 13:00:00,2023,1,3,13,3.74,4.70,3.50
62,2023-01-03 14:00:00,2023,1,3,14,2.74,4.09,3.83
63,2023-01-03 15:00:00,2023,1,3,15,2.98,3.22,3.93
64,2023-01-03 16:00:00,2023,1,3,16,4.82,3.34,4.57
65,2023-01-03 17:00:00,2023,1,3,17,6.64,3.47,4.01
66,2023-01-03 18:00:00,2023,1,3,18,8.98,3.24,4.20
67,2023-01-03 19:00:00,2023,1,3,19,7.02,2.55,3.61
68,2023-01-03 20:00:00,2023,1,3,20,5.85,2.30,3.67
69,2023-01-03 21:00:00,2023,1,3,21,6.41,2.38,3.45
70,2023-01-03 22:00:00,2023,1,3,22,5.25,3.12,3.40
71,2023-01-03 23:00:00,2023,1,3,23,4.03,3.47,3.31
72,2023-01-04 0:00:00,2023,1,4,0,3.60,2.35,2.97
73,2023-01-04 1:00:00,2023,1,4,1,2.83,1.22,1.97
74,2023-01-04 2:00:00,2023,1,4,2,1.88,0.10,1.52
75,2023-01-04 3:00:00,2023,1,4,3,1.96,0.66,1.78
76,2023-01-04 4:00:00,2023,1,4,4,2.02,1.60,1.78
77,2023-01-04 5:00:00,2023,1,4,5,2.32,1.28,2.10
78,2023-01-04 6:00:00,2023,1,4,6,2.71,1.03,2.45
79,2023-01-04 7:00:00,2023,1,4,7,2.42,0.50,1.55
80,2023-01-04 8:00:00,2023,1,4,8,2.50,0.51,1.70
81,2023-01-04 9:00:00,2023,1,4,9,2.71,-0.27,1.70
82,2023-01-04 10:00:00,2023,1,4,10,2.29,-0.09,2.08
83,2023-01-04 11:00:00,2023,1,4,11,2.08,0.05,2.35
84,2023-01-04 12:00:00,2023,1,4,12,1.91,0.07,2.52
85,2023-01-04 13:00:00,2023,1,4,13,1.54,0.36,3.11
86,2023-01-04 14:00:00,2023,1,4,14,1.15,0.46,3.22
87,2023-01-04 15:00:00,2023,1,4,15,1.39,0.61,2.72
88,2023-01-04 16:00:00,2023,1,4,16,1.99,0.72,3.05
89,2023-01-04 17:00:00,2023,1,4,17,1.99,0.98,3.20
90,2023-01-04 18:00:00,2023,1,4,18,2.07,0.80,3.04
91,2023-01-04 19:00:00,2023,1,4,19,2.29,0.62,3.03
92,2023-01-04 20:00:00,2023,1,4,20,2.62,0.44,2.78
93,2023-01-04 21:00:00,2023,1,4,21,2.63,0.52,2.96
94,2023-01-04 22:00:00,2023,1,4,22,3.36,0.21,2.72
95,2023-01-04 23:00:00,2023,1,4,23,4.25,0.33,3.06
96,2023-01-05 0:00:00,2023,1,5,0,4.71,0.54,2.97
97,2023-01-05 1:00:00,2023,1,5,1,4.85,0.74,3.23
98,2023-01-05 2:00:00,2023,1,5,2,4.08,0.57,3.18
99,2023-01-05 3:00:00,2023,1,5,3,3.02,0.62,3.11
100,2023-01-05 4:00:00,2023,1,5,4,4.53,0.44,3.21
101,2023-01-05 5:00:00,2023,1,5,5,5.48,0.56,3.08
102,2023-01-05 6:00:00,2023,1,5,6,6.27,0.57,3.83
103,2023-01-05 7:00:00,2023,1,5,7,5.50,0.59,3.55
104,2023-01-05 8:00:00,2023,1,5,8,5.83,0.78,4.09
105,2023-01-05 9:00:00,2023,1,5,9,7.09,0.54,4.83
106,2023-01-05 10:00:00,2023,1,5,10,3.68,0.68,3.88
107,2023-01-05 11:00:00,2023,1,5,11,4.73,0.87,3.83
108,2023-01-05 12:00:00,2023,1,5,12,4.76,0.82,4.42
109,2023-01-05 13:00:00,2023,1,5,13,4.01,0.78,4.68
110,2023-01-05 14:00:00,2023,1,5,14,2.99,0.96,4.16
111,2023-01-05 15:00:00,2023,1,5,15,3.20,0.61,5.33
112,2023-01-05 16:00:00,2023,1,5,16,5.31,0.82,4.28
113,2023-01-05 17:00:00,2023,1,5,17,5.08,0.51,3.05
114,2023-01-05 18:00:00,2023,1,5,18,5.01,2.74,2.31
115,2023-01-05 19:00:00,2023,1,5,19,4.40,1.45,2.54
116,2023-01-05 20:00:00,2023,1,5,20,2.46,0.96,2.94
117,2023-01-05 21:00:00,2023,1,5,21,2.35,0.54,3.24
118,2023-01-05 22:00:00,2023,1,5,22,3.00,0.90,3.66
119,2023-01-05 23:00:00,2023,1,5,23,4.70,3.10,3.33
120,2023-01-06 0:00:00,2023,1,6,0,4.64,2.37,3.48
121,2023-01-06 1:00:00,2023,1,6,1,5.03,2.60,2.80
122,2023-01-06 2:00:00,2023,1,6,2,5.22,2.11,2.74
123,2023-01-06 3:00:00,2023,1,6,3,4.68,2.06,2.57
124,2023-01-06 4:00:00,2023,1,6,4,4.78,1.96,3.06
125,2023-01-06 5:00:00,2023,1,6,5,4.11,1.90,4.01
126,2023-01-06 6:00:00,2023,1,6,6,3.76,1.58,3.81
127,2023-01-06 7:00:00,2023,1,6,7,3.88,0.81,2.92
128,2023-01-06 8:00:00,2023,1,6,8,3.12,0.26,2.27
129,2023-01-06 9:00:00,2023,1,6,9,3.06,0.63,2.38
130,2023-01-06 10:00:00,2023,1,6,10,2.87,0.79,5.10
131,2023-01-06 11:00:00,2023,1,6,11,2.78,0.85,4.16
132,2023-01-06 12:00:00,2023,1,6,12,2.54,1.18,3.66
133,2023-01-06 13:00:00,2023,1,6,13,2.49,0.81,4.05
134,2023-01-06 14:00:00,2023,1,6,14,2.49,0.97,4.56
135,2023-01-06 15:00:00,2023,1,6,15,2.90,1.11,4.80
136,2023-01-06 16:00:00,2023,1,6,16,4.32,3.87,4.94
137,2023-01-06 17:00:00,2023,1,6,17,4.80,3.58,5.26
138,2023-01-06 18:00:00,2023,1,6,18,5.32,7.57,4.86
139,2023-01-06 19:00:00,2023,1,6,19,4.33,7.78,5.57
140,2023-01-06 20:00:00,2023,1,6,20,2.42,4.62,4.75
141,2023-01-06 21:00:00,2023,1,6,21,3.63,1.50,3.72
142,2023-01-06 22:00:00,2023,1,6,22,4.21,0.93,2.85
143,2023-01-06 23:00:00,2023,1,6,23,4.17,0.83,2.88
144,2023-01-07 0:00:00,2023,1,7,0,4.01,1.09,2.52
145,2023-01-07 1:00:00,2023,1,7,1,3.76,3.90,3.31
146,2023-01-07 2:00:00,2023,1,7,2,4.36,4.30,3.78
147,2023-01-07 3:00:00,2023,1,7,3,4.45,3.07,3.43
148,2023-01-07 4:00:00,2023,1,7,4,6.24,3.12,3.49
149,2023-01-07 5:00:00,2023,1,7,5,7.25,2.57,4.20
150,2023-01-07 6:00:00,2023,1,7,6,7.03,2.62,4.02
151,2023-01-07 7:00:00,2023,1,7,7,7.15,3.17,3.86
152,2023-01-07 8:00:00,2023,1,7,8,7.33,3.37,3.81
153,2023-01-07 9:00:00,2023,1,7,9,5.92,2.90,3.59
154,2023-01-07 10:00:00,2023,1,7,10,5.41,3.01,3.65
155,2023-01-07 11:00:00,2023,1,7,11,4.06,2.56,4.78
156,2023-01-07 12:00:00,2023,1,7,12,2.89,2.29,5.20
157,2023-01-07 13:00:00,2023,1,7,13,3.26,2.27,4.45
158,2023-01-07 14:00:00,2023,1,7,14,3.89,2.35,4.30
159,2023-01-07 15:00:00,2023,1,7,15,4.76,2.60,6.10
160,2023-01-07 16:00:00,2023,1,7,16,3.71,2.90,5.79
161,2023-01-07 17:00:00,2023,1,7,17,4.09,2.60,5.99
162,2023-01-07 18:00:00,2023,1,7,18,3.92,2.19,4.44
163,2023-01-07 19:00:00,2023,1,7,19,5.19,2.43,3.90
164,2023-01-07 20:00:00,2023,1,7,20,5.70,2.48,3.63
165,2023-01-07 21:00:00,2023,1,7,21,3.66,2.02,3.60
166,2023-01-07 22:00:00,2023,1,7,22,4.81,3.87,3.48
167,2023-01-07 23:00:00,2023,1,7,23,4.63,2.85,3.32
168,2023-01-08 0:00:00,2023,1,8,0,4.35,0.74,3.59
169,2023-01-08 1:00:00,2023,1,8,1,3.77,3.56,3.58
170,2023-01-08 2:00:00,2023,1,8,2,4.49,3.77,4.23
171,2023-01-08 3:00:00,2023,1,8,3,3.12,6.23,1.96
172,2023-01-08 4:00:00,2023,1,8,4,1.94,3.22,2.17
173,2023-01-08 5:00:00,2023,1,8,5,3.04,5.84,2.66
174,2023-01-08 6:00:00,2023,1,8,6,4.05,4.70,3.19
175,2023-01-08 7:00:00,2023,1,8,7,4.02,5.19,3.53
176,2023-01-08 8:00:00,2023,1,8,8,4.81,4.12,3.55
177,2023-01-08 9:00:00,2023,1,8,9,7.29,3.86,3.48
178,2023-01-08 10:00:00,2023,1,8,10,5.88,3.14,3.99
179,2023-01-08 11:00:00,2023,1,8,11,5.54,2.93,3.92
180,2023-01-08 12:00:00,2023,1,8,12,4.59,4.31,3.84
181,2023-01-08 13:00:00,2023,1,8,13,3.28,2.48,3.63
182,2023-01-08 14:00:00,2023,1,8,14,2.59,2.88,3.71
183,2023-01-08 15:00:00,2023,1,8,15,2.87,4.24,3.63
184,2023-01-08 16:00:00,2023,1,8,16,5.07,3.04,3.45
185,2023-01-08 17:00:00,2023,1,8,17,7.60,3.69,4.66
186,2023-01-08 18:00:00,2023,1,8,18,6.22,3.98,6.04
187,2023-01-08 19:00:00,2023,1,8,19,6.14,3.44,7.59
188,2023-01-08 20:00:00,2023,1,8,20,8.99,3.53,6.51
189,2023-01-08 21:00:00,2023,1,8,21,6.71,3.70,5.63
190,2023-01-08 22:00:00,2023,1,8,22,6.11,2.74,5.41
191,2023-01-08 23:00:00,2023,1,8,23,6.00,3.48,5.03
192,2023-01-09 0:00:00,2023,1,9,0,2.33,1.52,2.09
193,2023-01-09 1:00:00,2023,1,9,1,2.89,1.73,2.08
194,2023-01-09 2:00:00,2023,1,9,2,4.40,5.38,2.07
195,2023-01-09 3:00:00,2023,1,9,3,3.87,7.19,2.06
196,2023-01-09 4:00:00,2023,1,9,4,3.97,3.00,2.05
197,2023-01-09 5:00:00,2023,1,9,5,3.67,3.31,2.04
198,2023-01-09 6:00:00,2023,1,9,6,3.57,2.36,2.02
199,2023-01-09 7:00:00,2023,1,9,7,5.13,2.41,2.01
200,2023-01-09 8:00:00,2023,1,9,8,3.69,1.64,2.00
201,2023-01-09 9:00:00,2023,1,9,9,3.14,0.68,1.99
202,2023-01-09 10:00:00,2023,1,9,10,2.65,0.62,2.45
203,2023-01-09 11:00:00,2023,1,9,11,2.12,0.63,2.23
204,2023-01-09 12:00:00,2023,1,9,12,2.13,0.63,2.60
205,2023-01-09 13:00:00,2023,1,9,13,2.33,0.83,3.72
206,2023-01-09 14:00:00,2023,1,9,14,2.03,0.53,2.40
207,2023-01-09 15:00:00,2023,1,9,15,2.29,0.69,3.09
208,2023-01-09 16:00:00,2023,1,9,16,3.06,0.68,4.42
209,2023-01-09 17:00:00,2023,1,9,17,3.66,0.57,4.26
210,2023-01-09 18:00:00,2023,1,9,18,2.65,0.52,5.31
211,2023-01-09 19:00:00,2023,1,9,19,2.40,0.62,4.29
212,2023-01-09 20:00:00,2023,1,9,20,4.25,0.52,3.05
213,2023-01-09 21:00:00,2023,1,9,21,12.03,0.51,5.13
214,2023-01-09 22:00:00,2023,1,9,22,3.26,1.01,4.85
215,2023-01-09 23:00:00,2023,1,9,23,3.16,0.79,6.91
216,2023-01-10 0:00:00,2023,1,10,0,3.31,2.13,5.43
217,2023-01-10 1:00:00,2023,1,10,1,2.83,1.02,5.07
218,2023-01-10 2:00:00,2023,1,10,2,3.98,0.78,4.93
219,2023-01-10 3:00:00,2023,1,10,3,2.73,0.67,3.91
220,2023-01-10 4:00:00,2023,1,10,4,3.63,0.70,3.13
221,2023-01-10 5:00:00,2023,1,10,5,4.85,0.95,3.36
222,2023-01-10 6:00:00,2023,1,10,6,4.94,1.14,3.28
223,2023-01-10 7:00:00,2023,1,10,7,4.11,3.33,3.87
224,2023-01-10 8:00:00,2023,1,10,8,3.35,3.90,3.68
225,2023-01-10 9:00:00,2023,1,10,9,3.18,5.32,3.70
226,2023-01-10 10:00:00,2023,1,10,10,3.34,4.72,3.79
227,2023-01-10 11:00:00,2023,1,10,11,4.19,3.32,4.42
228,2023-01-10 12:00:00,2023,1,10,12,4.25,3.03,4.37
229,2023-01-10 13:00:00,2023,1,10,13,6.69,2.84,4.39
230,2023-01-10 14:00:00,2023,1,10,14,5.88,2.45,5.26
231,2023-01-10 15:00:00,2023,1,10,15,4.09,1.27,3.58
232,2023-01-10 16:00:00,2023,1,10,16,2.32,1.25,2.67
233,2023-01-10 17:00:00,2023,1,10,17,1.58,1.23,2.09
234,2023-01-10 18:00:00,2023,1,10,18,1.19,1.21,1.69
235,2023-01-10 19:00:00,2023,1,10,19,3.04,1.18,1.69
236,2023-01-10 20:00:00,2023,1,10,20,2.55,1.16,1.96
237,2023-01-10 21:00:00,2023,1,10,21,3.36,0.82,2.17
238,2023-01-10 22:00:00,2023,1,10,22,2.44,1.42,2.25
239,2023-01-10 23:00:00,2023,1,10,23,3.34,2.56,1.80
240,2023-01-11 0:00:00,2023,1,11,0,2.52,1.74,1.85
241,2023-01-11 1:00:00,2023,1,11,1,2.55,0.12,1.93
242,2023-01-11 2:00:00,2023,1,11,2,2.14,0.47,1.79
243,2023-01-11 3:00:00,2023,1,11,3,1.68,0.05,1.50
244,2023-01-11 4:00:00,2023,1,11,4,1.47,0.36,1.57
245,2023-01-11 5:00:00,2023,1,11,5,1.79,0.07,2.44
246,2023-01-11 6:00:00,2023,1,11,6,1.28,0.36,2.49
247,2023-01-11 7:00:00,2023,1,11,7,2.88,0.62,2.85
248,2023-01-11 8:00:00,2023,1,11,8,5.25,0.67,2.87
249,2023-01-11 9:00:00,2023,1,11,9,7.40,0.61,2.91
250,2023-01-11 10:00:00,2023,1,11,10,4.22,1.23,4.32
251,2023-01-11 11:00:00,2023,1,11,11,2.37,0.86,4.88
252,2023-01-11 12:00:00,2023,1,11,12,2.08,0.52,3.60
253,2023-01-11 13:00:00,2023,1,11,13,2.64,0.43,3.00
254,2023-01-11 14:00:00,2023,1,11,14,2.85,0.57,3.06
255,2023-01-11 15:00:00,2023,1,11,15,2.72,0.39,3.20
256,2023-01-11 16:00:00,2023,1,11,16,3.03,0.38,3.36
257,2023-01-11 17:00:00,2023,1,11,17,3.93,0.04,3.85
258,2023-01-11 18:00:00,2023,1,11,18,2.93,0.59,3.25
259,2023-01-11 19:00:00,2023,1,11,19,3.04,1.04,2.83
260,2023-01-11 20:00:00,2023,1,11,20,2.99,0.86,2.27
261,2023-01-11 21:00:00,2023,1,11,21,2.34,1.05,1.47
262,2023-01-11 22:00:00,2023,1,11,22,2.26,0.65,1.61
263,2023-01-11 23:00:00,2023,1,11,23,1.63,0.28,2.63
264,2023-01-12 0:00:00,2023,1,12,0,1.64,0.27,2.68
265,2023-01-12 1:00:00,2023,1,12,1,1.42,0.27,2.58
266,2023-01-12 2:00:00,2023,1,12,2,1.94,0.26,1.65
267,2023-01-12 3:00:00,2023,1,12,3,1.50,0.25,1.26
268,2023-01-12 4:00:00,2023,1,12,4,1.42,0.24,1.16
269,2023-01-12 5:00:00,2023,1,12,5,0.99,0.23,1.26
270,2023-01-12 6:00:00,2023,1,12,6,0.97,0.22,1.39
271,2023-01-12 7:00:00,2023,1,12,7,0.95,0.21,1.24
272,2023-01-12 8:00:00,2023,1,12,8,1.00,0.20,1.39
273,2023-01-12 9:00:00,2023,1,12,9,1.17,0.19,1.76
274,2023-01-12 10:00:00,2023,1,12,10,1.26,0.18,1.67
275,2023-01-12 11:00:00,2023,1,12,11,1.09,0.18,2.21
276,2023-01-12 12:00:00,2023,1,12,12,0.98,0.17,2.06
277,2023-01-12 13:00:00,2023,1,12,13,1.25,0.16,1.84
278,2023-01-12 14:00:00,2023,1,12,14,1.41,0.15,1.82
279,2023-01-12 15:00:00,2023,1,12,15,1.38,0.14,1.44
280,2023-01-12 16:00:00,2023,1,12,16,0.85,0.13,1.23
281,2023-01-12 17:00:00,2023,1,12,17,1.25,0.12,1.30
282,2023-01-12 18:00:00,2023,1,12,18,0.93,0.11,1.64
283,2023-01-12 19:00:00,2023,1,12,19,0.95,0.10,1.72
284,2023-01-12 20:00:00,2023,1,12,20,1.05,0.10,1.77
285,2023-01-12 21:00:00,2023,1,12,21,1.42,0.09,1.34
286,2023-01-12 22:00:00,2023,1,12,22,1.57,0.08,1.38
287,2023-01-12 23:00:00,2023,1,12,23,1.42,0.07,2.14
288,2023-01-13 0:00:00,2023,1,13,0,1.27,0.06,2.09
289,2023-01-13 1:00:00,2023,1,13,1,1.09,-0.13,2.41
290,2023-01-13 2:00:00,2023,1,13,2,2.15,0.83,2.49
291,2023-01-13 3:00:00,2023,1,13,3,1.67,1.04,2.57
292,2023-01-13 4:00:00,2023,1,13,4,2.82,0.47,2.87
293,2023-01-13 5:00:00,2023,1,13,5,1.81,0.55,2.83
294,2023-01-13 6:00:00,2023,1,13,6,2.43,-0.09,2.79
295,2023-01-13 7:00:00,2023,1,13,7,1.50,-0.12,2.73
296,2023-01-13 8:00:00,2023,1,13,8,1.29,0.34,2.99
297,2023-01-13 9:00:00,2023,1,13,9,1.42,-0.01,2.90
298,2023-01-13 10:00:00,2023,1,13,10,1.22,0.10,3.07
299,2023-01-13 11:00:00,2023,1,13,11,1.13,-0.14,2.70
300,2023-01-13 12:00:00,2023,1,13,12,1.71,0.21,2.89
301,2023-01-13 13:00:00,2023,1,13,13,1.78,0.41,2.98
302,2023-01-13 14:00:00,2023,1,13,14,3.01,0.51,2.35
303,2023-01-13 15:00:00,2023,1,13,15,3.41,0.60,2.29
304,2023-01-13 16:00:00,2023,1,13,16,2.68,0.73,2.61
305,2023-01-13 17:00:00,2023,1,13,17,3.04,0.26,2.51
306,2023-01-13 18:00:00,2023,1,13,18,2.64,0.14,1.83
307,2023-01-13 19:00:00,2023,1,13,19,2.60,0.16,2.40
308,2023-01-13 20:00:00,2023,1,13,20,2.89,0.32,2.94
309,2023-01-13 21:00:00,2023,1,13,21,2.05,0.41,2.18
310,2023-01-13 22:00:00,2023,1,13,22,2.46,0.70,2.55
311,2023-01-13 23:00:00,2023,1,13,23,2.76,0.65,4.50
312,2023-01-14 0:00:00,2023,1,14,0,2.43,0.62,2.99
313,2023-01-14 1:00:00,2023,1,14,1,4.20,0.75,3.42
314,2023-01-14 2:00:00,2023,1,14,2,3.77,1.40,3.49
315,2023-01-14 3:00:00,2023,1,14,3,3.25,2.54,2.77
316,2023-01-14 4:00:00,2023,1,14,4,3.27,4.10,3.57
317,2023-01-14 5:00:00,2023,1,14,5,3.26,2.66,3.42
318,2023-01-14 6:00:00,2023,1,14,6,4.87,2.32,3.85
319,2023-01-14 7:00:00,2023,1,14,7,4.16,2.06,5.20
320,2023-01-14 8:00:00,2023,1,14,8,2.22,1.72,3.02
321,2023-01-14 9:00:00,2023,1,14,9,2.06,1.39,2.64
322,2023-01-14 10:00:00,2023,1,14,10,2.85,1.05,1.59
323,2023-01-14 11:00:00,2023,1,14,11,2.23,0.71,1.58
324,2023-01-14 12:00:00,2023,1,14,12,1.75,0.38,1.43
325,2023-01-14 13:00:00,2023,1,14,13,1.33,0.04,1.45
326,2023-01-14 14:00:00,2023,1,14,14,1.25,-0.29,1.41
327,2023-01-14 15:00:00,2023,1,14,15,1.09,-0.21,1.38
328,2023-01-14 16:00:00,2023,1,14,16,1.21,0.96,1.22
329,2023-01-14 17:00:00,2023,1,14,17,1.77,0.70,0.89
330,2023-01-14 18:00:00,2023,1,14,18,1.80,-0.33,1.15
331,2023-01-14 19:00:00,2023,1,14,19,1.17,-0.32,1.76
332,2023-01-14 20:00:00,2023,1,14,20,1.70,-0.18,2.52
333,2023-01-14 21:00:00,2023,1,14,21,3.98,0.01,3.14
334,2023-01-14 22:00:00,2023,1,14,22,2.08,0.17,3.17
335,2023-01-14 23:00:00,2023,1,14,23,2.59,-0.18,3.57
336,2023-01-15 0:00:00,2023,1,15,0,1.33,0.05,3.08
337,2023-01-15 1:00:00,2023,1,15,1,2.24,0.33,2.98
338,2023-01-15 2:00:00,2023,1,15,2,2.74,0.27,2.61
339,2023-01-15 3:00:00,2023,1,15,3,2.68,0.32,2.76
340,2023-01-15 4:00:00,2023,1,15,4,2.17,-0.13,2.84
341,2023-01-15 5:00:00,2023,1,15,5,1.78,-0.01,2.95
342,2023-01-15 6:00:00,2023,1,15,6,1.74,-0.18,3.29
343,2023-01-15 7:00:00,2023,1,15,7,1.38,-0.23,2.69
344,2023-01-15 8:00:00,2023,1,15,8,1.26,-0.05,3.13
345,2023-01-15 9:00:00,2023,1,15,9,1.19,-0.28,2.81
346,2023-01-15 10:00:00,2023,1,15,10,1.69,-0.11,2.91
347,2023-01-15 11:00:00,2023,1,15,11,1.38,-0.04,3.38
348,2023-01-15 12:00:00,2023,1,15,12,1.25,0.08,2.90
349,2023-01-15 13:00:00,2023,1,15,13,0.93,0.02,2.46
350,2023-01-15 14:00:00,2023,1,15,14,0.94,-0.28,2.35
351,2023-01-15 15:00:00,2023,1,15,15,1.20,0.04,2.76
352,2023-01-15 16:00:00,2023,1,15,16,1.35,-0.32,2.88
353,2023-01-15 17:00:00,2023,1,15,17,1.68,0.11,1.60
354,2023-01-15 18:00:00,2023,1,15,18,1.35,1.45,2.31
355,2023-01-15 19:00:00,2023,1,15,19,1.57,1.11,2.08
356,2023-01-15 20:00:00,2023,1,15,20,1.85,0.49,1.85
357,2023-01-15 21:00:00,2023,1,15,21,3.90,0.34,1.81
358,2023-01-15 22:00:00,2023,1,15,22,2.94,2.66,2.51
359,2023-01-15 23:00:00,2023,1,15,23,2.30,1.31,2.81
360,2023-01-16 0:00:00,2023,1,16,0,1.78,7.62,2.69
361,2023-01-16 1:00:00,2023,1,16,1,1.92,2.15,2.35
362,2023-01-16 2:00:00,2023,1,16,2,3.29,2.50,1.70
363,2023-01-16 3:00:00,2023,1,16,3,3.73,2.58,2.09
364,2023-01-16 4:00:00,2023,1,16,4,6.29,1.84,3.70
365,2023-01-16 5:00:00,2023,1,16,5,7.60,1.59,3.49
366,2023-01-16 6:00:00,2023,1,16,6,3.80,1.71,3.95
367,2023-01-16 7:00:00,2023,1,16,7,2.35,1.80,3.29
368,2023-01-16 8:00:00,2023,1,16,8,0.86,0.74,2.29
369,2023-01-16 9:00:00,2023,1,16,9,1.20,0.14,1.89
370,2023-01-16 10:00:00,2023,1,16,10,2.21,0.06,1.62
371,2023-01-16 11:00:00,2023,1,16,11,2.73,-0.06,1.47
372,2023-01-16 12:00:00,2023,1,16,12,4.00,0.50,1.33
373,2023-01-16 13:00:00,2023,1,16,13,3.17,0.66,1.47
374,2023-01-16 14:00:00,2023,1,16,14,3.10,0.82,1.48
375,2023-01-16 15:00:00,2023,1,16,15,3.56,1.35,1.47
376,2023-01-16 16:00:00,2023,1,16,16,3.68,2.67,2.27
377,2023-01-16 17:00:00,2023,1,16,17,8.34,-0.16,4.78
378,2023-01-16 18:00:00,2023,1,16,18,5.07,-0.31,2.42
379,2023-01-16 19:00:00,2023,1,16,19,2.93,-0.50,3.44
380,2023-01-16 20:00:00,2023,1,16,20,2.53,-0.41,6.29
381,2023-01-16 21:00:00,2023,1,16,21,3.34,-0.30,5.60
382,2023-01-16 22:00:00,2023,1,16,22,3.85,-0.55,3.87
383,2023-01-16 23:00:00,2023,1,16,23,3.48,-0.30,2.25
384,2023-01-17 0:00:00,2023,1,17,0,2.71,-0.46,5.55
