date-time;year;month;day;hour;NH3;NO;NO2
2016-01-01 00:00:00;2016;1;1;0;7.291;1.86;23.39
2016-01-01 01:00:00;2016;1;1;1;7.489;0.99;18.03
2016-01-01 02:00:00;2016;1;1;2;2.72;0.95;14.34
2016-01-01 03:00:00;2016;1;1;3;4.075;0.73;11.91
2016-01-01 04:00:00;2016;1;1;4;6.376;0.62;11.12
2016-01-01 05:00:00;2016;1;1;5;8.688;0.94;11.07
2016-01-01 06:00:00;2016;1;1;6;8.053;0.95;12.25
2016-01-01 07:00:00;2016;1;1;7;11.34;1.18;15.15
2016-01-01 08:00:00;2016;1;1;8;13.575;0.65;9.56
2016-01-01 09:00:00;2016;1;1;9;15.07;1.29;10.77
2016-01-01 10:00:00;2016;1;1;10;11.091;3.23;9.05
2016-01-01 11:00:00;2016;1;1;11;16.378;6.83;11.39
2016-01-01 12:00:00;2016;1;1;12;9.941;9.32;16.42
2016-01-01 13:00:00;2016;1;1;13;9.96;11.72;15.29
2016-01-01 14:00:00;2016;1;1;14;6.99;14.89;21.81
2016-01-01 15:00:00;2016;1;1;15;5.012;8.95;29.54
2016-01-01 16:00:00;2016;1;1;16;4.776;1.64;22.58
2016-01-01 17:00:00;2016;1;1;17;5.593;1.43;29.65
2016-01-01 18:00:00;2016;1;1;18;5.117;1.13;23.79
2016-01-01 19:00:00;2016;1;1;19;4.677;0.94;15.8
2016-01-01 20:00:00;2016;1;1;20;3.996;0.81;25.49
2016-01-01 21:00:00;2016;1;1;21;4.882;1.11;27.21
2016-01-01 22:00:00;2016;1;1;22;4.957;1.18;27.8
2016-01-01 23:00:00;2016;1;1;23;4.688;1.37;20.26
2016-01-02 00:00:00;2016;1;2;0;4.273;;
2016-01-02 01:00:00;2016;1;2;1;4.332;;
2016-01-02 02:00:00;2016;1;2;2;4.713;;
2016-01-02 03:00:00;2016;1;2;3;5.414;;
2016-01-02 04:00:00;2016;1;2;4;5.176;;
2016-01-02 05:00:00;2016;1;2;5;5.098;;
2016-01-02 06:00:00;2016;1;2;6;5.033;;
2016-01-02 07:00:00;2016;1;2;7;4.784;;
2016-01-02 08:00:00;2016;1;2;8;4.695;;
2016-01-02 09:00:00;2016;1;2;9;4.34;;
2016-01-02 10:00:00;2016;1;2;10;4.314;;
2016-01-02 11:00:00;2016;1;2;11;4.658;;
2016-01-02 12:00:00;2016;1;2;12;4.225;;
2016-01-02 13:00:00;2016;1;2;13;4.865;;
2016-01-02 14:00:00;2016;1;2;14;5.114;;
2016-01-02 15:00:00;2016;1;2;15;5.665;;
2016-01-02 16:00:00;2016;1;2;16;6.03;;
2016-01-02 17:00:00;2016;1;2;17;6.385;;
2016-01-02 18:00:00;2016;1;2;18;6.027;;
2016-01-02 19:00:00;2016;1;2;19;6.115;;
2016-01-02 20:00:00;2016;1;2;20;6.081;;
2016-01-02 21:00:00;2016;1;2;21;6.055;;
2016-01-02 22:00:00;2016;1;2;22;5.459;;
2016-01-02 23:00:00;2016;1;2;23;5.393;;
2016-01-03 00:00:00;2016;1;3;0;5.144;;
2016-01-03 01:00:00;2016;1;3;1;4.231;-0.14;20.44
2016-01-03 02:00:00;2016;1;3;2;3.158;-0.06;13.01
2016-01-03 03:00:00;2016;1;3;3;3.196;-0.36;7.47
2016-01-03 04:00:00;2016;1;3;4;3.211;-0.09;4.84
2016-01-03 05:00:00;2016;1;3;5;3.859;-0.7;5.1
2016-01-03 06:00:00;2016;1;3;6;4.723;-0.33;5.52
2016-01-03 07:00:00;2016;1;3;7;4.024;-0.38;6.75
2016-01-03 08:00:00;2016;1;3;8;5.835;-0.15;7.02
2016-01-03 09:00:00;2016;1;3;9;7.87;-0.29;6.73
2016-01-03 10:00:00;2016;1;3;10;5.118;0.02;8.92
2016-01-03 11:00:00;2016;1;3;11;5.814;-0.32;6.73
2016-01-03 12:00:00;2016;1;3;12;5.838;0.3;7.01
2016-01-03 13:00:00;2016;1;3;13;5.268;0.67;8.12
2016-01-03 14:00:00;2016;1;3;14;5.267;0.43;7.11
2016-01-03 15:00:00;2016;1;3;15;4.944;-0.22;7.28
2016-01-03 16:00:00;2016;1;3;16;4.811;-0.43;6.91
2016-01-03 17:00:00;2016;1;3;17;4.631;-0.38;8.15
2016-01-03 18:00:00;2016;1;3;18;5.303;-0.28;8.73
2016-01-03 19:00:00;2016;1;3;19;4.967;-0.51;7.22
2016-01-03 20:00:00;2016;1;3;20;3.854;-0.22;6.33
2016-01-03 21:00:00;2016;1;3;21;2.918;-0.17;6.56
2016-01-03 22:00:00;2016;1;3;22;2.908;-0.63;6.92
2016-01-03 23:00:00;2016;1;3;23;3.475;-0.14;5.97
2016-01-04 00:00:00;2016;1;4;0;3.36;0.22;4.94
2016-01-04 01:00:00;2016;1;4;1;3.036;0.12;5.41
2016-01-04 02:00:00;2016;1;4;2;3.061;0.22;4.23
2016-01-04 03:00:00;2016;1;4;3;2.957;0.04;4.2
2016-01-04 04:00:00;2016;1;4;4;2.964;0.05;4.77
2016-01-04 05:00:00;2016;1;4;5;3.044;-0.1;6.39
2016-01-04 06:00:00;2016;1;4;6;3.439;0.12;12.18
2016-01-04 07:00:00;2016;1;4;7;3.587;0.21;18.4
2016-01-04 08:00:00;2016;1;4;8;4.471;0.58;30.74
2016-01-04 09:00:00;2016;1;4;9;4.816;3.08;33.84
2016-01-04 10:00:00;2016;1;4;10;5.678;6.18;33.85
2016-01-04 11:00:00;2016;1;4;11;5.373;5.5;31.84
2016-01-04 12:00:00;2016;1;4;12;5.92;3.65;29.85
2016-01-04 13:00:00;2016;1;4;13;7.326;1.95;21.81
2016-01-04 14:00:00;2016;1;4;14;5.113;1.03;19.42
2016-01-04 15:00:00;2016;1;4;15;5.819;0.89;26.66
2016-01-04 16:00:00;2016;1;4;16;5.079;1.26;31.07
