date-time;year;month;day;hour;Rg;Ta;RH;u;P;smc_065;smc_125;smc_250;smc_500
2013-01-02 15:00:00;2013;1;2;15;3.53;7.393;82.28;5.128;0.0;0.711;0.687;0.689;0.741
2013-01-02 16:00:00;2013;1;2;16;-2.906;7.21;84.095;5.08;0.0;0.712;0.687;0.689;0.742
2013-01-02 17:00:00;2013;1;2;17;-2.789;7.175;85.153;4.857;0.0;0.712;0.687;0.689;0.741
2013-01-02 18:00:00;2013;1;2;18;-2.801;7.231;85.317;4.964;0.0;0.712;0.687;0.689;0.741
2013-01-02 19:00:00;2013;1;2;19;-2.818;6.898;85.688;4.93;0.0;0.712;0.687;0.689;0.742
2013-01-02 20:00:00;2013;1;2;20;-2.778;6.803;86.085;4.971;0.0;0.712;0.687;0.689;0.742
2013-01-02 21:00:00;2013;1;2;21;-2.964;6.704;88.91;5.65;0.0;0.712;0.687;0.689;0.742
2013-01-02 22:00:00;2013;1;2;22;-2.938;6.631;92.307;6.199;0.0;0.712;0.687;0.689;0.741
2013-01-02 23:00:00;2013;1;2;23;-2.754;6.794;94.88;6.61;0.0;0.712;0.687;0.689;0.741
2013-01-03 00:00:00;2013;1;3;0;-2.649;7.13;95.018;6.804;0.0;0.711;0.688;0.689;0.741
2013-01-03 01:00:00;2013;1;3;1;-2.832;7.463;94.892;5.708;0.0;0.712;0.688;0.689;0.742
2013-01-03 02:00:00;2013;1;3;2;-2.724;7.764;95.857;5.91;0.0;0.713;0.688;0.689;0.742
2013-01-03 03:00:00;2013;1;3;3;-2.612;8.269;96.335;5.295;0.0;0.713;0.687;0.69;0.741
2013-01-03 04:00:00;2013;1;3;4;-2.692;8.769;96.645;5.072;0.0;0.713;0.687;0.69;0.741
2013-01-03 05:00:00;2013;1;3;5;-2.794;8.953;96.843;5.017;0.0;0.713;0.688;0.689;0.741
2013-01-03 06:00:00;2013;1;3;6;-2.875;9.156;96.992;5.787;0.0;0.713;0.687;0.69;0.742
2013-01-03 07:00:00;2013;1;3;7;-2.315;9.464;96.237;5.369;0.0;0.713;0.687;0.69;0.742
2013-01-03 08:00:00;2013;1;3;8;3.133;9.717;95.183;5.661;0.0;0.713;0.688;0.69;0.742
2013-01-03 09:00:00;2013;1;3;9;18.325;10.063;93.342;5.824;0.0;0.713;0.688;0.69;0.742
2013-01-03 10:00:00;2013;1;3;10;57.211;10.528;91.682;5.477;0.0;0.713;0.688;0.69;0.742
2013-01-03 11:00:00;2013;1;3;11;38.629;10.645;90.907;5.164;0.0;0.713;0.688;0.691;0.742
2013-01-03 12:00:00;2013;1;3;12;32.219;10.675;90.452;4.937;0.0;0.713;0.688;0.691;0.742
2013-01-03 13:00:00;2013;1;3;13;24.307;10.464;91.998;4.993;0.0;0.713;0.688;0.691;0.742
2013-01-03 14:00:00;2013;1;3;14;16.492;10.559;91.068;5.072;0.0;0.713;0.689;0.691;0.742
2013-01-03 15:00:00;2013;1;3;15;0.665;10.474;90.097;5.323;0.0;0.714;0.689;0.691;0.741
2013-01-03 16:00:00;2013;1;3;16;-2.878;10.217;90.573;5.264;0.0;0.713;0.689;0.692;0.742
2013-01-03 17:00:00;2013;1;3;17;-2.863;10.079;90.372;4.875;0.0;0.713;0.689;0.692;0.742
2013-01-03 18:00:00;2013;1;3;18;-2.893;9.954;90.557;4.964;0.0;0.713;0.689;0.692;0.741
2013-01-03 19:00:00;2013;1;3;19;-2.929;9.96;90.467;4.877;0.0;0.713;0.689;0.692;0.742
2013-01-03 20:00:00;2013;1;3;20;-3.013;9.798;91.937;4.586;0.0;0.713;0.689;0.692;0.742
2013-01-03 21:00:00;2013;1;3;21;-2.878;9.841;92.523;4.097;0.0;0.713;0.689;0.692;0.741
2013-01-03 22:00:00;2013;1;3;22;-2.879;9.888;92.655;3.178;0.0;0.714;0.69;0.692;0.741
2013-01-03 23:00:00;2013;1;3;23;-2.929;9.838;93.187;3.69;0.0;0.714;0.69;0.692;0.741
2013-01-04 00:00:00;2013;1;4;0;-2.887;9.883;93.228;4.295;0.0;0.714;0.69;0.692;0.742
2013-01-04 01:00:00;2013;1;4;1;-2.889;9.824;93.527;4.107;0.0;0.714;0.69;0.692;0.741
2013-01-04 02:00:00;2013;1;4;2;-3.077;9.929;94.035;4.645;0.0;0.714;0.69;0.692;0.741
2013-01-04 03:00:00;2013;1;4;3;-3.104;9.482;95.622;4.28;0.0;0.713;0.691;0.692;0.741
2013-01-04 04:00:00;2013;1;4;4;-2.997;9.503;95.542;4.417;0.0;0.713;0.69;0.692;0.742
2013-01-04 05:00:00;2013;1;4;5;-2.992;9.602;94.35;4.078;0.0;0.713;0.69;0.693;0.742
2013-01-04 06:00:00;2013;1;4;6;-2.885;9.684;93.493;4.031;0.0;0.713;0.69;0.693;0.742
2013-01-04 07:00:00;2013;1;4;7;-2.455;9.545;93.698;4.303;0.0;0.714;0.69;0.693;0.742
2013-01-04 08:00:00;2013;1;4;8;2.637;9.273;94.893;4.483;0.0;0.714;0.69;0.693;0.742
2013-01-04 09:00:00;2013;1;4;9;14.119;9.183;95.275;4.829;0.0;0.713;0.69;0.693;0.742
2013-01-04 10:00:00;2013;1;4;10;19.846;9.198;94.258;4.844;0.0;0.714;0.69;0.693;0.742
2013-01-04 11:00:00;2013;1;4;11;32.404;9.34;93.282;4.394;0.0;0.714;0.69;0.693;0.742
2013-01-04 12:00:00;2013;1;4;12;21.363;9.455;92.017;4.595;0.0;0.714;0.69;0.693;0.742
2013-01-04 13:00:00;2013;1;4;13;22.533;9.544;92.602;4.502;0.0;0.714;0.691;0.693;0.742
2013-01-04 14:00:00;2013;1;4;14;23.348;9.328;93.073;5.01;0.0;0.714;0.691;0.693;0.741
2013-01-04 15:00:00;2013;1;4;15;-0.1;9.155;92.488;4.563;0.0;0.714;0.691;0.693;0.741
2013-01-04 16:00:00;2013;1;4;16;-3.268;8.988;91.752;4.959;0.0;0.714;0.691;0.693;0.742
2013-01-04 17:00:00;2013;1;4;17;-3.344;9.064;91.183;4.925;0.0;0.714;0.691;0.693;0.742
2013-01-04 18:00:00;2013;1;4;18;-3.312;8.635;92.37;4.617;0.0;0.714;0.691;0.693;0.741
2013-01-04 19:00:00;2013;1;4;19;-3.297;8.506;93.125;4.278;0.0;0.713;0.691;0.693;0.742
2013-01-04 20:00:00;2013;1;4;20;-3.172;8.394;94.568;4.114;0.0;0.714;0.691;0.693;0.742
2013-01-04 21:00:00;2013;1;4;21;-3.17;8.352;94.517;4.078;0.0;0.714;0.691;0.693;0.742
2013-01-04 22:00:00;2013;1;4;22;-3.216;8.368;92.695;4.794;0.0;0.713;0.691;0.693;0.742
2013-01-04 23:00:00;2013;1;4;23;-3.321;8.304;91.785;3.961;0.0;0.713;0.691;0.693;0.742
2013-01-05 00:00:00;2013;1;5;0;-3.142;8.134;91.877;4.352;0.0;0.714;0.691;0.693;0.742
2013-01-05 01:00:00;2013;1;5;1;-2.943;8.114;90.988;4.565;0.0;0.713;0.691;0.693;0.741
2013-01-05 02:00:00;2013;1;5;2;-2.994;8.02;90.68;4.583;0.0;0.713;0.691;0.693;0.742
2013-01-05 03:00:00;2013;1;5;3;-3.014;7.891;90.657;4.268;0.0;0.713;0.691;0.693;0.742
2013-01-05 04:00:00;2013;1;5;4;-2.89;7.865;91.243;3.062;0.0;0.713;0.692;0.693;0.741
2013-01-05 05:00:00;2013;1;5;5;-2.869;7.881;91.203;2.781;0.0;0.713;0.691;0.692;0.741
2013-01-05 06:00:00;2013;1;5;6;-2.863;7.907;90.272;2.689;0.0;0.713;0.691;0.693;0.742
2013-01-05 07:00:00;2013;1;5;7;-2.386;7.961;91.708;2.558;0.0;0.713;0.691;0.693;0.742
2013-01-05 08:00:00;2013;1;5;8;4.556;8.045;92.31;2.409;0.0;0.713;0.69;0.693;0.742
2013-01-05 09:00:00;2013;1;5;9;11.759;8.18;92.553;2.724;0.0;0.713;0.69;0.693;0.742
2013-01-05 10:00:00;2013;1;5;10;18.357;8.558;91.995;2.283;0.0;0.713;0.69;0.693;0.742
2013-01-05 11:00:00;2013;1;5;11;18.18;8.537;88.667;3.067;0.0;0.713;0.69;0.693;0.742
2013-01-05 12:00:00;2013;1;5;12;17.496;8.469;88.787;2.83;0.0;0.713;0.691;0.693;0.741
2013-01-05 13:00:00;2013;1;5;13;14.535;8.187;91.66;2.896;0.0;0.713;0.691;0.693;0.742
2013-01-05 14:00:00;2013;1;5;14;6.735;7.833;91.807;3.959;0.0;0.713;0.691;0.693;0.742
2013-01-05 15:00:00;2013;1;5;15;-1.979;7.54;92.887;3.267;0.0;0.713;0.691;0.693;0.742
2013-01-05 16:00:00;2013;1;5;16;-3.624;7.364;93.17;1.965;0.0;0.713;0.691;0.693;0.742
2013-01-05 17:00:00;2013;1;5;17;-4.264;7.245;95.082;1.289;0.0;0.713;0.691;0.693;0.742
2013-01-05 18:00:00;2013;1;5;18;-3.51;7.286;94.673;2.834;0.0;0.713;0.691;0.693;0.742
2013-01-05 19:00:00;2013;1;5;19;-3.521;7.201;94.497;2.139;0.0;0.713;0.691;0.693;0.742
2013-01-05 20:00:00;2013;1;5;20;-3.349;7.281;94.688;3.391;0.0;0.713;0.691;0.693;0.742
2013-01-05 21:00:00;2013;1;5;21;-3.3;7.383;94.622;3.278;0.0;0.713;0.691;0.693;0.742
2013-01-05 22:00:00;2013;1;5;22;-3.189;7.317;95.432;3.183;0.0;0.713;0.691;0.693;0.742
2013-01-05 23:00:00;2013;1;5;23;-3.185;7.448;95.343;2.966;0.0;0.713;0.691;0.693;0.742
2013-01-06 00:00:00;2013;1;6;0;-3.149;7.57;94.972;3.805;0.01;0.713;0.691;0.693;0.741
2013-01-06 01:00:00;2013;1;6;1;-3.092;7.807;93.888;2.924;0.0;0.713;0.691;0.693;0.741
2013-01-06 02:00:00;2013;1;6;2;-2.923;8.092;93.488;3.413;0.0;0.713;0.691;0.693;0.742
2013-01-06 03:00:00;2013;1;6;3;-2.816;8.559;92.424;3.068;0.0;0.713;0.691;0.693;0.742
2013-01-06 04:00:00;2013;1;6;4;-2.786;8.577;90.578;3.273;0.0;0.713;0.691;0.693;0.742
2013-01-06 05:00:00;2013;1;6;5;-2.854;8.388;90.505;2.829;0.0;0.713;0.691;0.692;0.742
2013-01-06 06:00:00;2013;1;6;6;-2.931;8.324;91.338;4.074;0.0;0.712;0.691;0.692;0.742
2013-01-06 07:00:00;2013;1;6;7;-2.164;8.18;91.735;4.165;0.0;0.712;0.691;0.692;0.742
2013-01-06 08:00:00;2013;1;6;8;5.975;8.221;92.035;4.152;0.0;0.712;0.691;0.692;0.742
2013-01-06 09:00:00;2013;1;6;9;29.759;8.601;90.645;3.76;0.0;0.712;0.691;0.692;0.741
2013-01-06 10:00:00;2013;1;6;10;63.915;8.996;89.722;4.2;0.0;0.712;0.691;0.692;0.742
2013-01-06 11:00:00;2013;1;6;11;58.325;9.022;89.993;4.27;0.0;0.712;0.69;0.693;0.742
2013-01-06 12:00:00;2013;1;6;12;83.492;9.274;88.443;3.819;0.0;0.712;0.69;0.693;0.742
2013-01-06 13:00:00;2013;1;6;13;65.764;9.491;85.757;3.098;0.0;0.712;0.691;0.693;0.742
2013-01-06 14:00:00;2013;1;6;14;31.048;9.323;86.12;2.67;0.0;0.712;0.691;0.693;0.742
2013-01-06 15:00:00;2013;1;6;15;5.616;8.301;90.132;2.371;0.0;0.712;0.691;0.693;0.742
2013-01-06 16:00:00;2013;1;6;16;-4.585;7.307;93.157;1.859;0.0;0.712;0.691;0.693;0.742
2013-01-06 17:00:00;2013;1;6;17;-4.105;7.435;94.247;2.74;0.0;0.712;0.691;0.693;0.742
2013-01-06 18:00:00;2013;1;6;18;-3.17;7.436;95.213;2.872;0.0;0.711;0.691;0.693;0.742
2013-01-06 19:00:00;2013;1;6;19;-2.921;7.281;96.147;3.102;0.0;0.711;0.691;0.693;0.741
2013-01-06 20:00:00;2013;1;6;20;-2.979;7.089;96.745;3.772;0.0;0.711;0.691;0.693;0.742
2013-01-06 21:00:00;2013;1;6;21;-2.814;7.271;96.647;2.686;0.0;0.711;0.691;0.693;0.743
2013-01-06 22:00:00;2013;1;6;22;-2.807;7.657;95.268;2.78;0.0;0.71;0.691;0.693;0.742
2013-01-06 23:00:00;2013;1;6;23;-2.934;7.758;95.217;3.6;0.0;0.71;0.691;0.693;0.743
2013-01-07 00:00:00;2013;1;7;0;-3.075;7.44;95.988;3.694;0.0;0.71;0.691;0.692;0.744
2013-01-07 01:00:00;2013;1;7;1;-2.992;7.059;96.277;3.323;0.0;0.71;0.691;0.693;0.743
2013-01-07 02:00:00;2013;1;7;2;-3.01;6.962;96.363;3.369;0.0;0.71;0.691;0.693;0.744
2013-01-07 03:00:00;2013;1;7;3;-3.411;6.967;96.013;1.512;0.0;0.71;0.691;0.693;0.744
2013-01-07 04:00:00;2013;1;7;4;-3.67;7.019;96.177;1.261;0.0;0.709;0.691;0.692;0.744
2013-01-07 05:00:00;2013;1;7;5;-3.396;7.101;96.93;1.634;0.0;0.709;0.691;0.693;0.746
2013-01-07 06:00:00;2013;1;7;6;-3.062;7.416;96.802;2.237;0.0;0.708;0.69;0.693;0.747
2013-01-07 07:00:00;2013;1;7;7;-2.251;7.613;95.783;2.74;0.0;0.708;0.69;0.693;0.747
2013-01-07 08:00:00;2013;1;7;8;8.277;7.769;95.328;2.146;0.0;0.708;0.69;0.693;0.746
2013-01-07 09:00:00;2013;1;7;9;20.097;7.963;94.857;3.029;0.0;0.708;0.69;0.693;0.747
2013-01-07 10:00:00;2013;1;7;10;32.73;8.136;94.272;3.744;0.0;0.708;0.69;0.693;0.747
2013-01-07 11:00:00;2013;1;7;11;15.764;8.175;93.532;2.825;0.0;0.708;0.69;0.693;0.747
2013-01-07 12:00:00;2013;1;7;12;26.061;8.065;93.425;3.084;0.0;0.709;0.69;0.693;0.747
2013-01-07 13:00:00;2013;1;7;13;15.881;8.243;87.453;4.774;0.0;0.709;0.69;0.693;0.746
2013-01-07 14:00:00;2013;1;7;14;4.847;8.307;87.093;3.055;0.0;0.708;0.691;0.693;0.746
2013-01-07 15:00:00;2013;1;7;15;-1.169;7.934;88.552;2.223;0.0;0.707;0.691;0.693;0.747
2013-01-07 16:00:00;2013;1;7;16;-2.835;7.684;87.503;3.527;0.0;0.706;0.691;0.693;0.748
2013-01-07 17:00:00;2013;1;7;17;-2.927;6.974;89.303;3.281;0.0;0.706;0.691;0.693;0.748
2013-01-07 18:00:00;2013;1;7;18;-2.929;6.454;90.555;3.667;0.0;0.706;0.691;0.693;0.748
2013-01-07 19:00:00;2013;1;7;19;-2.965;6.201;91.923;3.351;0.0;0.705;0.691;0.693;0.748
2013-01-07 20:00:00;2013;1;7;20;-2.754;6.253;90.79;3.688;0.0;0.704;0.691;0.693;0.749
2013-01-07 21:00:00;2013;1;7;21;-2.925;6.288;91.325;3.97;0.0;0.702;0.692;0.693;0.75
2013-01-07 22:00:00;2013;1;7;22;-3.214;6.144;93.5;4.144;0.0;0.702;0.691;0.693;0.75
2013-01-07 23:00:00;2013;1;7;23;-3.168;6.239;92.285;4.186;0.0;0.702;0.691;0.693;0.749
2013-01-08 00:00:00;2013;1;8;0;-3.113;6.224;91.682;4.432;0.0;0.7;0.691;0.692;0.751
2013-01-08 01:00:00;2013;1;8;1;-3.283;6.044;92.5;4.186;0.0;0.7;0.691;0.692;0.75
2013-01-08 02:00:00;2013;1;8;2;-3.142;5.815;94.025;4.083;0.01;0.7;0.691;0.692;0.75
2013-01-08 03:00:00;2013;1;8;3;-2.874;5.793;91.943;5.097;0.0;0.699;0.691;0.692;0.75
2013-01-08 04:00:00;2013;1;8;4;-2.681;5.941;90.452;4.465;0.0;0.698;0.691;0.692;0.75
2013-01-08 05:00:00;2013;1;8;5;-2.682;6.006;90.41;4.608;0.0;0.698;0.691;0.692;0.751
2013-01-08 06:00:00;2013;1;8;6;-2.678;6.087;90.04;4.929;0.0;0.696;0.69;0.692;0.752
2013-01-08 07:00:00;2013;1;8;7;-1.48;6.159;89.683;5.442;0.0;0.688;0.689;0.689;0.753
2013-01-08 08:00:00;2013;1;8;8;24.536;6.253;89.61;5.278;0.0;0.688;0.689;0.689;0.753
2013-01-08 09:00:00;2013;1;8;9;66.634;7.296;87.985;5.028;0.0;0.688;0.689;0.689;0.753
2013-01-08 10:00:00;2013;1;8;10;86.58;7.206;86.897;5.029;0.0;0.689;0.689;0.69;0.754
2013-01-08 11:00:00;2013;1;8;11;63.637;7.514;85.808;4.987;0.0;0.689;0.689;0.689;0.754
2013-01-08 12:00:00;2013;1;8;12;51.724;7.663;85.667;4.565;0.0;0.688;0.689;0.689;0.754
2013-01-08 13:00:00;2013;1;8;13;33.751;7.742;85.29;5.108;0.0;0.688;0.689;0.689;0.754
2013-01-08 14:00:00;2013;1;8;14;12.91;7.695;86.12;5.01;0.0;0.688;0.689;0.689;0.754
2013-01-08 15:00:00;2013;1;8;15;-0.308;7.655;86.78;4.454;0.0;0.689;0.689;0.689;0.755
2013-01-08 16:00:00;2013;1;8;16;-2.845;7.559;87.347;4.332;0.0;0.696;0.695;0.691;0.754
2013-01-08 17:00:00;2013;1;8;17;-2.757;7.645;87.398;3.789;0.0;0.696;0.69;0.691;0.754
2013-01-08 18:00:00;2013;1;8;18;-2.813;7.782;86.61;2.71;0.0;0.696;0.691;0.69;0.754
2013-01-08 19:00:00;2013;1;8;19;-2.786;7.654;86.133;4.197;0.0;0.695;0.696;0.69;0.754
2013-01-08 20:00:00;2013;1;8;20;-3.337;7.225;89.638;4.618;0.0;0.695;0.697;0.69;0.754
2013-01-08 21:00:00;2013;1;8;21;-3.209;6.673;94.688;4.14;0.0;0.694;0.696;0.69;0.754
2013-01-08 22:00:00;2013;1;8;22;-2.999;6.484;94.313;4.545;0.0;0.687;0.691;0.688;0.752
2013-01-08 23:00:00;2013;1;8;23;-2.892;6.525;91.018;3.535;0.0;0.687;0.691;0.688;0.752
2013-01-09 00:00:00;2013;1;9;0;-2.686;6.561;88.933;3.645;0.0;0.686;0.692;0.688;0.751
2013-01-09 01:00:00;2013;1;9;1;-3.259;6.249;91.525;4.502;0.0;0.686;0.692;0.689;0.752
2013-01-09 02:00:00;2013;1;9;2;-3.037;5.974;94.57;4.726;0.0;0.686;0.691;0.688;0.751
2013-01-09 03:00:00;2013;1;9;3;-2.806;5.853;95.237;5.006;0.0;0.686;0.691;0.688;0.752
2013-01-09 04:00:00;2013;1;9;4;-2.635;5.791;95.375;4.914;0.0;0.694;0.694;0.69;0.753
2013-01-09 05:00:00;2013;1;9;5;-2.808;5.83;95.363;4.369;0.0;0.691;0.691;0.689;0.752
2013-01-09 06:00:00;2013;1;9;6;-2.737;5.91;95.64;4.685;0.0;0.701;0.691;0.691;0.75
2013-01-09 07:00:00;2013;1;9;7;-2.474;5.877;96.012;5.309;0.0;0.705;0.69;0.692;0.747
2013-01-09 08:00:00;2013;1;9;8;0.818;5.94;95.205;3.925;0.0;0.706;0.69;0.692;0.746
2013-01-09 09:00:00;2013;1;9;9;9.642;6.039;94.73;3.97;0.0;0.707;0.69;0.692;0.746
2013-01-09 10:00:00;2013;1;9;10;17.712;6.182;94.298;5.282;0.0;0.707;0.69;0.692;0.746
2013-01-09 11:00:00;2013;1;9;11;27.745;6.168;94.668;5.66;0.0;0.708;0.69;0.692;0.746
2013-01-09 12:00:00;2013;1;9;12;19.75;6.18;94.767;5.447;0.0;0.708;0.69;0.692;0.746
2013-01-09 13:00:00;2013;1;9;13;18.98;6.329;95.177;4.704;0.0;0.708;0.69;0.692;0.745
2013-01-09 14:00:00;2013;1;9;14;31.027;6.591;95.958;3.886;0.0;0.708;0.69;0.692;0.745
2013-01-09 15:00:00;2013;1;9;15;2.245;6.788;96.27;2.982;0.0;0.709;0.691;0.692;0.744
2013-01-09 16:00:00;2013;1;9;16;-3.463;6.87;92.368;4.581;0.0;0.708;0.691;0.691;0.744
2013-01-09 17:00:00;2013;1;9;17;-3.685;6.354;88.612;3.31;0.0;0.709;0.69;0.692;0.745
2013-01-09 18:00:00;2013;1;9;18;-3.701;5.658;90.445;2.628;0.0;0.709;0.69;0.692;0.745
2013-01-09 19:00:00;2013;1;9;19;-3.065;5.869;89.937;3.281;0.0;0.709;0.69;0.692;0.745
2013-01-09 20:00:00;2013;1;9;20;-3.076;5.926;90.48;2.701;0.0;0.709;0.69;0.692;0.744
2013-01-09 21:00:00;2013;1;9;21;-3.286;5.681;90.898;2.59;0.0;0.709;0.69;0.692;0.744
2013-01-09 22:00:00;2013;1;9;22;-3.259;5.406;90.225;2.123;0.0;0.709;0.69;0.692;0.743
2013-01-09 23:00:00;2013;1;9;23;-3.049;5.704;90.377;2.658;0.0;0.709;0.69;0.691;0.744
2013-01-10 00:00:00;2013;1;10;0;-3.146;5.356;91.035;2.485;0.0;0.709;0.69;0.691;0.743
2013-01-10 01:00:00;2013;1;10;1;-3.039;5.237;90.625;3.21;0.0;0.709;0.69;0.691;0.744
2013-01-10 02:00:00;2013;1;10;2;-3.016;5.204;90.533;3.461;0.0;0.709;0.69;0.691;0.743
2013-01-10 03:00:00;2013;1;10;3;-2.99;5.108;89.912;2.954;0.01;0.709;0.69;0.691;0.743
2013-01-10 04:00:00;2013;1;10;4;-2.976;5.114;88.352;3.563;0.0;0.709;0.69;0.691;0.743
2013-01-10 05:00:00;2013;1;10;5;-3.183;5.033;90.208;2.695;0.0;0.709;0.689;0.691;0.744
2013-01-10 06:00:00;2013;1;10;6;-4.131;4.792;92.518;0.696;0.0;0.709;0.689;0.691;0.744
2013-01-10 07:00:00;2013;1;10;7;-2.347;3.904;90.515;2.144;0.0;0.709;0.689;0.691;0.743
2013-01-10 08:00:00;2013;1;10;8;18.309;3.15;91.497;2.918;0.0;0.709;0.69;0.691;0.743
2013-01-10 09:00:00;2013;1;10;9;104.718;4.478;88.417;3.41;0.0;0.709;0.689;0.691;0.743
2013-01-10 10:00:00;2013;1;10;10;210.187;5.963;82.915;3.94;0.0;0.709;0.689;0.691;0.743
2013-01-10 11:00:00;2013;1;10;11;239.081;6.98;78.538;4.153;0.0;0.709;0.689;0.691;0.743
2013-01-10 12:00:00;2013;1;10;12;144.571;7.075;77.46;4.497;0.0;0.709;0.689;0.691;0.743
2013-01-10 13:00:00;2013;1;10;13;60.621;6.928;79.481;3.442;0.0;0.709;0.689;0.691;0.743
2013-01-10 14:00:00;2013;1;10;14;33.283;6.609;81.222;3.405;0.0;0.709;0.689;0.69;0.743
2013-01-10 15:00:00;2013;1;10;15;7.325;5.751;85.443;3.054;0.0;0.708;0.69;0.69;0.743
2013-01-10 16:00:00;2013;1;10;16;-2.9;6.071;85.74;3.62;0.0;0.709;0.689;0.691;0.744
2013-01-10 17:00:00;2013;1;10;17;-3.282;5.871;87.308;3.304;0.0;0.709;0.689;0.691;0.743
2013-01-10 18:00:00;2013;1;10;18;-3.706;5.565;88.763;2.998;0.0;0.709;0.689;0.691;0.743
2013-01-10 19:00:00;2013;1;10;19;-3.088;5.556;90.702;2.968;0.0;0.709;0.689;0.691;0.742
